img_name,target
TrainSet/Animal/Goose/1.jpg,20.0
TrainSet/Animal/Goose/2.jpg,20.0
TrainSet/Animal/Goose/3.jpg,20.0
TrainSet/Animal/Goose/4.jpg,20.0
TrainSet/Animal/Hippopotamus/1.jpg,21.0
TrainSet/Animal/Hippopotamus/2.jpg,21.0
TrainSet/Animal/Hippopotamus/3.jpg,21.0
TrainSet/Animal/Hippopotamus/4.jpg,21.0
TrainSet/Animal/Horse/1.jpg,22.0
TrainSet/Animal/Horse/2.jpg,22.0
TrainSet/Animal/Horse/3.jpg,22.0
TrainSet/Animal/Horse/4.jpg,22.0
TrainSet/Animal/Kangaroo/1.jpg,23.0
TrainSet/Animal/Kangaroo/2.jpg,23.0
TrainSet/Animal/Kangaroo/3.jpg,23.0
TrainSet/Animal/Kangaroo/4.jpg,23.0
TrainSet/Animal/Koala/1.jpg,24.0
TrainSet/Animal/Koala/2.jpg,24.0
TrainSet/Animal/Koala/3.jpg,24.0
TrainSet/Animal/Koala/4.jpg,24.0
TrainSet/Animal/Leopard/1.jpg,25.0
TrainSet/Animal/Leopard/2.jpg,25.0
TrainSet/Animal/Leopard/3.jpg,25.0
TrainSet/Animal/Leopard/4.jpg,25.0
TrainSet/Animal/Lion/1.jpg,26.0
TrainSet/Animal/Lion/2.jpg,26.0
TrainSet/Animal/Lion/3.jpg,26.0
TrainSet/Animal/Lion/4.jpg,26.0
TrainSet/Animal/Llama/1.jpg,27.0
TrainSet/Animal/Llama/2.jpg,27.0
TrainSet/Animal/Llama/3.jpg,27.0
TrainSet/Animal/Llama/4.jpg,27.0
TrainSet/Animal/Monkey/1.jpg,28.0
TrainSet/Animal/Monkey/2.jpg,28.0
TrainSet/Animal/Monkey/3.jpg,28.0
TrainSet/Animal/Monkey/4.jpg,28.0
TrainSet/Animal/Orangutan/1.jpg,29.0
TrainSet/Animal/Orangutan/2.jpg,29.0
TrainSet/Animal/Orangutan/3.jpg,29.0
TrainSet/Animal/Orangutan/4.jpg,29.0
TrainSet/Animal/Otter/1.jpg,30.0
TrainSet/Animal/Otter/2.jpg,30.0
TrainSet/Animal/Otter/3.jpg,30.0
TrainSet/Animal/Otter/4.jpg,30.0
TrainSet/Animal/Owl/1.jpg,31.0
TrainSet/Animal/Owl/2.jpg,31.0
TrainSet/Animal/Owl/3.jpg,31.0
TrainSet/Animal/Owl/4.jpg,31.0
TrainSet/Animal/Panda/1.jpg,32.0
TrainSet/Animal/Panda/2.jpg,32.0
TrainSet/Animal/Panda/3.jpg,32.0
TrainSet/Animal/Panda/4.jpg,32.0
TrainSet/Animal/Peacock/1.jpg,33.0
TrainSet/Animal/Peacock/2.jpg,33.0
TrainSet/Animal/Peacock/3.jpg,33.0
TrainSet/Animal/Peacock/4.jpg,33.0
TrainSet/Animal/Penguin/1.jpg,34.0
TrainSet/Animal/Penguin/2.jpg,34.0
TrainSet/Animal/Penguin/3.jpg,34.0
TrainSet/Animal/Penguin/4.jpg,34.0
TrainSet/Animal/Pig/1.jpg,35.0
TrainSet/Animal/Pig/2.jpg,35.0
TrainSet/Animal/Pig/3.jpg,35.0
TrainSet/Animal/Pig/4.jpg,35.0
TrainSet/Animal/Pigeon/1.jpg,36.0
TrainSet/Animal/Pigeon/2.jpg,36.0
TrainSet/Animal/Pigeon/3.jpg,36.0
TrainSet/Animal/Pigeon/4.jpg,36.0
TrainSet/Animal/Polar_bear/1.jpg,37.0
TrainSet/Animal/Polar_bear/2.jpg,37.0
TrainSet/Animal/Polar_bear/3.jpg,37.0
TrainSet/Animal/Polar_bear/4.jpg,37.0
TrainSet/Animal/Rabbit/1.jpg,38.0
TrainSet/Animal/Rabbit/2.jpg,38.0
TrainSet/Animal/Rabbit/3.jpg,38.0
TrainSet/Animal/Rabbit/4.jpg,38.0
TrainSet/Animal/Raccoon/1.jpg,39.0
TrainSet/Animal/Raccoon/2.jpg,39.0
TrainSet/Animal/Raccoon/3.jpg,39.0
TrainSet/Animal/Raccoon/4.jpg,39.0
TrainSet/Animal/Rhinoceros/1.jpg,40.0
TrainSet/Animal/Rhinoceros/2.jpg,40.0
TrainSet/Animal/Rhinoceros/3.jpg,40.0
TrainSet/Animal/Rhinoceros/4.jpg,40.0
TrainSet/Animal/Sea_lion/1.jpg,41.0
TrainSet/Animal/Sea_lion/2.jpg,41.0
TrainSet/Animal/Sea_lion/3.jpg,41.0
TrainSet/Animal/Sea_lion/4.jpg,41.0
TrainSet/Animal/Seal/1.jpg,42.0
TrainSet/Animal/Seal/2.jpg,42.0
TrainSet/Animal/Seal/3.jpg,42.0
TrainSet/Animal/Seal/4.jpg,42.0
TrainSet/Animal/Shark/1.jpg,43.0
TrainSet/Animal/Shark/2.jpg,43.0
TrainSet/Animal/Shark/3.jpg,43.0
TrainSet/Animal/Shark/4.jpg,43.0
TrainSet/Animal/Sheep/1.jpg,44.0
TrainSet/Animal/Sheep/2.jpg,44.0
TrainSet/Animal/Sheep/3.jpg,44.0
TrainSet/Animal/Sheep/4.jpg,44.0
TrainSet/Animal/Sparrow/1.jpg,45.0
TrainSet/Animal/Sparrow/2.jpg,45.0
TrainSet/Animal/Sparrow/3.jpg,45.0
TrainSet/Animal/Sparrow/4.jpg,45.0
TrainSet/Animal/Squirrel/1.jpg,46.0
TrainSet/Animal/Squirrel/2.jpg,46.0
TrainSet/Animal/Squirrel/3.jpg,46.0
TrainSet/Animal/Squirrel/4.jpg,46.0
TrainSet/Animal/Swan/1.jpg,47.0
TrainSet/Animal/Swan/2.jpg,47.0
TrainSet/Animal/Swan/3.jpg,47.0
TrainSet/Animal/Swan/4.jpg,47.0
TrainSet/Animal/Tiger/1.jpg,48.0
TrainSet/Animal/Tiger/2.jpg,48.0
TrainSet/Animal/Tiger/3.jpg,48.0
TrainSet/Animal/Tiger/4.jpg,48.0
TrainSet/Animal/Whale/1.jpg,49.0
TrainSet/Animal/Whale/2.jpg,49.0
TrainSet/Animal/Whale/3.jpg,49.0
TrainSet/Animal/Whale/4.jpg,49.0
TrainSet/Animal/Wolf/1.jpg,50.0
TrainSet/Animal/Wolf/2.jpg,50.0
TrainSet/Animal/Wolf/3.jpg,50.0
TrainSet/Animal/Wolf/4.jpg,50.0
TrainSet/Animal/Zebra/1.jpg,51.0
TrainSet/Animal/Zebra/2.jpg,51.0
TrainSet/Animal/Zebra/3.jpg,51.0
TrainSet/Animal/Zebra/4.jpg,51.0
TrainSet/Caltech-101/Faces/1.jpg,52.0
TrainSet/Caltech-101/Faces/2.jpg,52.0
TrainSet/Caltech-101/Faces/3.jpg,52.0
TrainSet/Caltech-101/Faces/4.jpg,52.0
TrainSet/Caltech-101/Faces_easy/1.jpg,53.0
TrainSet/Caltech-101/Faces_easy/2.jpg,53.0
TrainSet/Caltech-101/Faces_easy/3.jpg,53.0
TrainSet/Caltech-101/Faces_easy/4.jpg,53.0
TrainSet/Caltech-101/Leopards/1.jpg,54.0
TrainSet/Caltech-101/Leopards/2.jpg,54.0
TrainSet/Caltech-101/Leopards/3.jpg,54.0
TrainSet/Caltech-101/Leopards/4.jpg,54.0
TrainSet/Caltech-101/Motorbikes/1.jpg,55.0
TrainSet/Caltech-101/Motorbikes/2.jpg,55.0
TrainSet/Caltech-101/Motorbikes/3.jpg,55.0
TrainSet/Caltech-101/Motorbikes/4.jpg,55.0
TrainSet/Caltech-101/accordion/1.jpg,56.0
TrainSet/Caltech-101/accordion/2.jpg,56.0
TrainSet/Caltech-101/accordion/3.jpg,56.0
TrainSet/Caltech-101/accordion/4.jpg,56.0
TrainSet/Caltech-101/airplanes/1.jpg,57.0
TrainSet/Caltech-101/airplanes/2.jpg,57.0
TrainSet/Caltech-101/airplanes/3.jpg,57.0
TrainSet/Caltech-101/airplanes/4.jpg,57.0
TrainSet/Caltech-101/anchor/1.jpg,58.0
TrainSet/Caltech-101/anchor/2.jpg,58.0
TrainSet/Caltech-101/anchor/3.jpg,58.0
TrainSet/Caltech-101/anchor/4.jpg,58.0
TrainSet/Caltech-101/ant/1.jpg,59.0
TrainSet/Caltech-101/ant/2.jpg,59.0
TrainSet/Caltech-101/ant/3.jpg,59.0
TrainSet/Caltech-101/ant/4.jpg,59.0
TrainSet/Caltech-101/barrel/1.jpg,60.0
TrainSet/Caltech-101/barrel/2.jpg,60.0
TrainSet/Caltech-101/barrel/3.jpg,60.0
TrainSet/Caltech-101/barrel/4.jpg,60.0
TrainSet/Caltech-101/bass/1.jpg,61.0
TrainSet/Caltech-101/bass/2.jpg,61.0
TrainSet/Caltech-101/bass/3.jpg,61.0
TrainSet/Caltech-101/bass/4.jpg,61.0
TrainSet/Caltech-101/beaver/1.jpg,62.0
TrainSet/Caltech-101/beaver/2.jpg,62.0
TrainSet/Caltech-101/beaver/3.jpg,62.0
TrainSet/Caltech-101/beaver/4.jpg,62.0
TrainSet/Caltech-101/binocular/1.jpg,63.0
TrainSet/Caltech-101/binocular/2.jpg,63.0
TrainSet/Caltech-101/binocular/3.jpg,63.0
TrainSet/Caltech-101/binocular/4.jpg,63.0
TrainSet/Caltech-101/bonsai/1.jpg,64.0
TrainSet/Caltech-101/bonsai/2.jpg,64.0
TrainSet/Caltech-101/bonsai/3.jpg,64.0
TrainSet/Caltech-101/bonsai/4.jpg,64.0
TrainSet/Caltech-101/brain/1.jpg,65.0
TrainSet/Caltech-101/brain/2.jpg,65.0
TrainSet/Caltech-101/brain/3.jpg,65.0
TrainSet/Caltech-101/brain/4.jpg,65.0
TrainSet/Caltech-101/brontosaurus/1.jpg,66.0
TrainSet/Caltech-101/brontosaurus/2.jpg,66.0
TrainSet/Caltech-101/brontosaurus/3.jpg,66.0
TrainSet/Caltech-101/brontosaurus/4.jpg,66.0
TrainSet/Caltech-101/buddha/1.jpg,67.0
TrainSet/Caltech-101/buddha/2.jpg,67.0
TrainSet/Caltech-101/buddha/3.jpg,67.0
TrainSet/Caltech-101/buddha/4.jpg,67.0
TrainSet/Caltech-101/camera/1.jpg,68.0
TrainSet/Caltech-101/camera/2.jpg,68.0
TrainSet/Caltech-101/camera/3.jpg,68.0
TrainSet/Caltech-101/camera/4.jpg,68.0
TrainSet/Caltech-101/cannon/1.jpg,69.0
TrainSet/Caltech-101/cannon/2.jpg,69.0
TrainSet/Caltech-101/cannon/3.jpg,69.0
TrainSet/Caltech-101/cannon/4.jpg,69.0
TrainSet/Caltech-101/car_side/1.jpg,70.0
TrainSet/Caltech-101/car_side/2.jpg,70.0
TrainSet/Caltech-101/car_side/3.jpg,70.0
TrainSet/Caltech-101/car_side/4.jpg,70.0
TrainSet/Caltech-101/ceiling_fan/1.jpg,71.0
TrainSet/Caltech-101/ceiling_fan/2.jpg,71.0
TrainSet/Caltech-101/ceiling_fan/3.jpg,71.0
TrainSet/Caltech-101/ceiling_fan/4.jpg,71.0
TrainSet/Caltech-101/cellphone/1.jpg,72.0
TrainSet/Caltech-101/cellphone/2.jpg,72.0
TrainSet/Caltech-101/cellphone/3.jpg,72.0
TrainSet/Caltech-101/cellphone/4.jpg,72.0
TrainSet/Caltech-101/chair/1.jpg,73.0
TrainSet/Caltech-101/chair/2.jpg,73.0
TrainSet/Caltech-101/chair/3.jpg,73.0
TrainSet/Caltech-101/chair/4.jpg,73.0
TrainSet/Caltech-101/chandelier/1.jpg,74.0
TrainSet/Caltech-101/chandelier/2.jpg,74.0
TrainSet/Caltech-101/chandelier/3.jpg,74.0
TrainSet/Caltech-101/chandelier/4.jpg,74.0
TrainSet/Caltech-101/cougar_body/1.jpg,75.0
TrainSet/Caltech-101/cougar_body/2.jpg,75.0
TrainSet/Caltech-101/cougar_body/3.jpg,75.0
TrainSet/Caltech-101/cougar_body/4.jpg,75.0
TrainSet/Caltech-101/cougar_face/1.jpg,76.0
TrainSet/Caltech-101/cougar_face/2.jpg,76.0
TrainSet/Caltech-101/cougar_face/3.jpg,76.0
TrainSet/Caltech-101/cougar_face/4.jpg,76.0
TrainSet/Caltech-101/crab/1.jpg,77.0
TrainSet/Caltech-101/crab/2.jpg,77.0
TrainSet/Caltech-101/crab/3.jpg,77.0
TrainSet/Caltech-101/crab/4.jpg,77.0
TrainSet/Caltech-101/crayfish/1.jpg,78.0
TrainSet/Caltech-101/crayfish/2.jpg,78.0
TrainSet/Caltech-101/crayfish/3.jpg,78.0
TrainSet/Caltech-101/crayfish/4.jpg,78.0
TrainSet/Caltech-101/crocodile/1.jpg,79.0
TrainSet/Caltech-101/crocodile/2.jpg,79.0
TrainSet/Caltech-101/crocodile/3.jpg,79.0
TrainSet/Caltech-101/crocodile/4.jpg,79.0
TrainSet/Caltech-101/crocodile_head/1.jpg,80.0
TrainSet/Caltech-101/crocodile_head/2.jpg,80.0
TrainSet/Caltech-101/crocodile_head/3.jpg,80.0
TrainSet/Caltech-101/crocodile_head/4.jpg,80.0
TrainSet/Caltech-101/cup/1.jpg,81.0
TrainSet/Caltech-101/cup/2.jpg,81.0
TrainSet/Caltech-101/cup/3.jpg,81.0
TrainSet/Caltech-101/cup/4.jpg,81.0
TrainSet/Caltech-101/dalmatian/1.jpg,82.0
TrainSet/Caltech-101/dalmatian/2.jpg,82.0
TrainSet/Caltech-101/dalmatian/3.jpg,82.0
TrainSet/Caltech-101/dalmatian/4.jpg,82.0
TrainSet/Caltech-101/dollar_bill/1.jpg,83.0
TrainSet/Caltech-101/dollar_bill/2.jpg,83.0
TrainSet/Caltech-101/dollar_bill/3.jpg,83.0
TrainSet/Caltech-101/dollar_bill/4.jpg,83.0
TrainSet/Caltech-101/dragonfly/1.jpg,84.0
TrainSet/Caltech-101/dragonfly/2.jpg,84.0
TrainSet/Caltech-101/dragonfly/3.jpg,84.0
TrainSet/Caltech-101/dragonfly/4.jpg,84.0
TrainSet/Caltech-101/electric_guitar/1.jpg,85.0
TrainSet/Caltech-101/electric_guitar/2.jpg,85.0
TrainSet/Caltech-101/electric_guitar/3.jpg,85.0
TrainSet/Caltech-101/electric_guitar/4.jpg,85.0
TrainSet/Caltech-101/emu/1.jpg,86.0
TrainSet/Caltech-101/emu/2.jpg,86.0
TrainSet/Caltech-101/emu/3.jpg,86.0
TrainSet/Caltech-101/emu/4.jpg,86.0
TrainSet/Caltech-101/euphonium/1.jpg,87.0
TrainSet/Caltech-101/euphonium/2.jpg,87.0
TrainSet/Caltech-101/euphonium/3.jpg,87.0
TrainSet/Caltech-101/euphonium/4.jpg,87.0
TrainSet/Caltech-101/ewer/1.jpg,88.0
TrainSet/Caltech-101/ewer/2.jpg,88.0
TrainSet/Caltech-101/ewer/3.jpg,88.0
TrainSet/Caltech-101/ewer/4.jpg,88.0
TrainSet/Caltech-101/ferry/1.jpg,89.0
TrainSet/Caltech-101/ferry/2.jpg,89.0
TrainSet/Caltech-101/ferry/3.jpg,89.0
TrainSet/Caltech-101/ferry/4.jpg,89.0
TrainSet/Caltech-101/garfield/1.jpg,90.0
TrainSet/Caltech-101/garfield/2.jpg,90.0
TrainSet/Caltech-101/garfield/3.jpg,90.0
TrainSet/Caltech-101/garfield/4.jpg,90.0
TrainSet/Caltech-101/gerenuk/1.jpg,91.0
TrainSet/Caltech-101/gerenuk/2.jpg,91.0
TrainSet/Caltech-101/gerenuk/3.jpg,91.0
TrainSet/Caltech-101/gerenuk/4.jpg,91.0
TrainSet/Caltech-101/gramophone/1.jpg,92.0
TrainSet/Caltech-101/gramophone/2.jpg,92.0
TrainSet/Caltech-101/gramophone/3.jpg,92.0
TrainSet/Caltech-101/gramophone/4.jpg,92.0
TrainSet/Caltech-101/grand_piano/1.jpg,93.0
TrainSet/Caltech-101/grand_piano/2.jpg,93.0
TrainSet/Caltech-101/grand_piano/3.jpg,93.0
TrainSet/Caltech-101/grand_piano/4.jpg,93.0
TrainSet/Caltech-101/hawksbill/1.jpg,94.0
TrainSet/Caltech-101/hawksbill/2.jpg,94.0
TrainSet/Caltech-101/hawksbill/3.jpg,94.0
TrainSet/Caltech-101/hawksbill/4.jpg,94.0
TrainSet/Caltech-101/headphone/1.jpg,95.0
TrainSet/Caltech-101/headphone/2.jpg,95.0
TrainSet/Caltech-101/headphone/3.jpg,95.0
TrainSet/Caltech-101/headphone/4.jpg,95.0
TrainSet/Caltech-101/hedgehog/1.jpg,96.0
TrainSet/Caltech-101/hedgehog/2.jpg,96.0
TrainSet/Caltech-101/hedgehog/3.jpg,96.0
TrainSet/Caltech-101/hedgehog/4.jpg,96.0
TrainSet/Caltech-101/helicopter/1.jpg,97.0
TrainSet/Caltech-101/helicopter/2.jpg,97.0
TrainSet/Caltech-101/helicopter/3.jpg,97.0
TrainSet/Caltech-101/helicopter/4.jpg,97.0
TrainSet/Caltech-101/ibis/1.jpg,98.0
TrainSet/Caltech-101/ibis/2.jpg,98.0
TrainSet/Caltech-101/ibis/3.jpg,98.0
TrainSet/Caltech-101/ibis/4.jpg,98.0
TrainSet/Caltech-101/inline_skate/1.jpg,99.0
TrainSet/Caltech-101/inline_skate/2.jpg,99.0
TrainSet/Caltech-101/inline_skate/3.jpg,99.0
TrainSet/Caltech-101/inline_skate/4.jpg,99.0
TrainSet/Caltech-101/joshua_tree/1.jpg,100.0
TrainSet/Caltech-101/joshua_tree/2.jpg,100.0
TrainSet/Caltech-101/joshua_tree/3.jpg,100.0
TrainSet/Caltech-101/joshua_tree/4.jpg,100.0
TrainSet/Caltech-101/ketch/1.jpg,101.0
TrainSet/Caltech-101/ketch/2.jpg,101.0
TrainSet/Caltech-101/ketch/3.jpg,101.0
TrainSet/Caltech-101/ketch/4.jpg,101.0
TrainSet/Caltech-101/lamp/1.jpg,102.0
TrainSet/Caltech-101/lamp/2.jpg,102.0
TrainSet/Caltech-101/lamp/3.jpg,102.0
TrainSet/Caltech-101/lamp/4.jpg,102.0
TrainSet/Caltech-101/laptop/1.jpg,103.0
TrainSet/Caltech-101/laptop/2.jpg,103.0
TrainSet/Caltech-101/laptop/3.jpg,103.0
TrainSet/Caltech-101/laptop/4.jpg,103.0
TrainSet/Caltech-101/lobster/1.jpg,104.0
TrainSet/Caltech-101/lobster/2.jpg,104.0
TrainSet/Caltech-101/lobster/3.jpg,104.0
TrainSet/Caltech-101/lobster/4.jpg,104.0
TrainSet/Caltech-101/lotus/1.jpg,105.0
TrainSet/Caltech-101/lotus/2.jpg,105.0
TrainSet/Caltech-101/lotus/3.jpg,105.0
TrainSet/Caltech-101/lotus/4.jpg,105.0
TrainSet/Caltech-101/mandolin/1.jpg,106.0
TrainSet/Caltech-101/mandolin/2.jpg,106.0
TrainSet/Caltech-101/mandolin/3.jpg,106.0
TrainSet/Caltech-101/mandolin/4.jpg,106.0
TrainSet/Caltech-101/mayfly/1.jpg,107.0
TrainSet/Caltech-101/mayfly/2.jpg,107.0
TrainSet/Caltech-101/mayfly/3.jpg,107.0
TrainSet/Caltech-101/mayfly/4.jpg,107.0
TrainSet/Caltech-101/menorah/1.jpg,108.0
TrainSet/Caltech-101/menorah/2.jpg,108.0
TrainSet/Caltech-101/menorah/3.jpg,108.0
TrainSet/Caltech-101/menorah/4.jpg,108.0
TrainSet/Caltech-101/metronome/1.jpg,109.0
TrainSet/Caltech-101/metronome/2.jpg,109.0
TrainSet/Caltech-101/metronome/3.jpg,109.0
TrainSet/Caltech-101/metronome/4.jpg,109.0
TrainSet/Caltech-101/minaret/1.jpg,110.0
TrainSet/Caltech-101/minaret/2.jpg,110.0
TrainSet/Caltech-101/minaret/3.jpg,110.0
TrainSet/Caltech-101/minaret/4.jpg,110.0
TrainSet/Caltech-101/nautilus/1.jpg,111.0
TrainSet/Caltech-101/nautilus/2.jpg,111.0
TrainSet/Caltech-101/nautilus/3.jpg,111.0
TrainSet/Caltech-101/nautilus/4.jpg,111.0
TrainSet/Caltech-101/octopus/1.jpg,112.0
TrainSet/Caltech-101/octopus/2.jpg,112.0
TrainSet/Caltech-101/octopus/3.jpg,112.0
TrainSet/Caltech-101/octopus/4.jpg,112.0
TrainSet/Caltech-101/okapi/1.jpg,113.0
TrainSet/Caltech-101/okapi/2.jpg,113.0
TrainSet/Caltech-101/okapi/3.jpg,113.0
TrainSet/Caltech-101/okapi/4.jpg,113.0
TrainSet/Caltech-101/pagoda/1.jpg,114.0
TrainSet/Caltech-101/pagoda/2.jpg,114.0
TrainSet/Caltech-101/pagoda/3.jpg,114.0
TrainSet/Caltech-101/pagoda/4.jpg,114.0
TrainSet/Caltech-101/platypus/1.jpg,115.0
TrainSet/Caltech-101/platypus/2.jpg,115.0
TrainSet/Caltech-101/platypus/3.jpg,115.0
TrainSet/Caltech-101/platypus/4.jpg,115.0
TrainSet/Caltech-101/pyramid/1.jpg,116.0
TrainSet/Caltech-101/pyramid/2.jpg,116.0
TrainSet/Caltech-101/pyramid/3.jpg,116.0
TrainSet/Caltech-101/pyramid/4.jpg,116.0
TrainSet/Caltech-101/revolver/1.jpg,117.0
TrainSet/Caltech-101/revolver/2.jpg,117.0
TrainSet/Caltech-101/revolver/3.jpg,117.0
TrainSet/Caltech-101/revolver/4.jpg,117.0
TrainSet/Caltech-101/rhino/1.jpg,118.0
TrainSet/Caltech-101/rhino/2.jpg,118.0
TrainSet/Caltech-101/rhino/3.jpg,118.0
TrainSet/Caltech-101/rhino/4.jpg,118.0
TrainSet/Caltech-101/rooster/1.jpg,119.0
TrainSet/Caltech-101/rooster/2.jpg,119.0
TrainSet/Caltech-101/rooster/3.jpg,119.0
TrainSet/Caltech-101/rooster/4.jpg,119.0
TrainSet/Caltech-101/saxophone/1.jpg,120.0
TrainSet/Caltech-101/saxophone/2.jpg,120.0
TrainSet/Caltech-101/saxophone/3.jpg,120.0
TrainSet/Caltech-101/saxophone/4.jpg,120.0
TrainSet/Caltech-101/schooner/1.jpg,121.0
TrainSet/Caltech-101/schooner/2.jpg,121.0
TrainSet/Caltech-101/schooner/3.jpg,121.0
TrainSet/Caltech-101/schooner/4.jpg,121.0
TrainSet/Caltech-101/scissors/1.jpg,122.0
TrainSet/Caltech-101/scissors/2.jpg,122.0
TrainSet/Caltech-101/scissors/3.jpg,122.0
TrainSet/Caltech-101/scissors/4.jpg,122.0
TrainSet/Caltech-101/scorpion/1.jpg,123.0
TrainSet/Caltech-101/scorpion/2.jpg,123.0
TrainSet/Caltech-101/scorpion/3.jpg,123.0
TrainSet/Caltech-101/scorpion/4.jpg,123.0
TrainSet/Caltech-101/sea_horse/1.jpg,124.0
TrainSet/Caltech-101/sea_horse/2.jpg,124.0
TrainSet/Caltech-101/sea_horse/3.jpg,124.0
TrainSet/Caltech-101/sea_horse/4.jpg,124.0
TrainSet/Caltech-101/snoopy/1.jpg,125.0
TrainSet/Caltech-101/snoopy/2.jpg,125.0
TrainSet/Caltech-101/snoopy/3.jpg,125.0
TrainSet/Caltech-101/snoopy/4.jpg,125.0
TrainSet/Caltech-101/soccer_ball/1.jpg,126.0
TrainSet/Caltech-101/soccer_ball/2.jpg,126.0
TrainSet/Caltech-101/soccer_ball/3.jpg,126.0
TrainSet/Caltech-101/soccer_ball/4.jpg,126.0
TrainSet/Caltech-101/stapler/1.jpg,127.0
TrainSet/Caltech-101/stapler/2.jpg,127.0
TrainSet/Caltech-101/stapler/3.jpg,127.0
TrainSet/Caltech-101/stapler/4.jpg,127.0
TrainSet/Caltech-101/starfish/1.jpg,128.0
TrainSet/Caltech-101/starfish/2.jpg,128.0
TrainSet/Caltech-101/starfish/3.jpg,128.0
TrainSet/Caltech-101/starfish/4.jpg,128.0
TrainSet/Caltech-101/stegosaurus/1.jpg,129.0
TrainSet/Caltech-101/stegosaurus/2.jpg,129.0
TrainSet/Caltech-101/stegosaurus/3.jpg,129.0
TrainSet/Caltech-101/stegosaurus/4.jpg,129.0
TrainSet/Caltech-101/stop_sign/1.jpg,130.0
TrainSet/Caltech-101/stop_sign/2.jpg,130.0
TrainSet/Caltech-101/stop_sign/3.jpg,130.0
TrainSet/Caltech-101/stop_sign/4.jpg,130.0
